"id","timestamp","reference","contract_type","entry_tick","exit_tick","buy_price","sell_price","profit"
139,"2019-02-27 00:05:08 GMT+0300","30909777541","CALL","8282.210","8282.410",0.35,0.66,"0.31"
140,"2019-02-27 00:20:00 GMT+0300","30909962521","PUT","8281.562","8277.852",0.35,0.66,"0.31"
141,"2019-02-27 00:35:03 GMT+0300","30910152901","PUT","8280.857","8282.310",0.35,"0.00","-0.35"
142,"2019-02-27 00:50:00 GMT+0300","30910340481","PUT","8289.494","8288.522","0.70",1.36,"0.66"
143,"2019-02-27 01:00:02 GMT+0300","30910479301","PUT","8284.547","8281.445",0.35,0.66,"0.31"
144,"2019-02-27 01:30:02 GMT+0300","30910902901","CALL","8275.443","8276.562",0.35,0.66,"0.31"
145,"2019-02-27 01:50:02 GMT+0300","30911194601","PUT","8279.784","8282.961",0.35,"0.00","-0.35"
146,"2019-02-27 02:35:02 GMT+0300","30911832201","PUT","8288.885","8284.904","0.70",1.36,"0.66"
147,"2019-02-27 02:55:03 GMT+0300","30912135281","PUT","8282.327","8281.326",0.35,0.66,"0.31"
148,"2019-02-28 03:25:00 GMT+0300","30912605121","CALL","8285.159","8288.483",0.35,0.66,"0.31"
149,"2019-02-28 03:45:00 GMT+0300","30912939421","CALL","8286.621","8285.861",0.35,"0.00","-0.35"
150,"2019-02-28 04:15:02 GMT+0300","30913475241","PUT","8280.644","8281.274","0.70","0.00","-0.70"
151,"2019-02-28 04:25:02 GMT+0300","30913670001","CALL","8276.712","8273.558","1.40","0.00","-1.40"
152,"2019-02-28 04:30:08 GMT+0300","30913762001","PUT","8274.105","8275.139","2.80","0.00","-2.80"
153,"2019-02-28 05:25:02 GMT+0300","30914769001","CALL","8280.863","8279.569","5.60","0.00","-5.60"
154,"2019-02-28 05:30:08 GMT+0300","30914872621","CALL","8278.952","8279.896","11.20",21.75,"10.55"
155,"2019-02-28 05:35:44 GMT+0300","30914980381","CALL","8281.133","8281.482",0.35,0.66,"0.31"
156,"2019-02-28 05:55:00 GMT+0300","30915366781","CALL","8276.415","8277.760",0.35,0.66,"0.31"
157,"2019-02-28 06:00:05 GMT+0300","30915467661","CALL","8277.732","8281.682",0.35,0.66,"0.31"
158,"2019-02-28 06:15:00 GMT+0300","30915739461","PUT","8280.798","8282.033",0.35,"0.00","-0.35"
159,"2019-02-28 06:25:00 GMT+0300","30915917461","CALL","8280.568","8278.234","0.70","0.00","-0.70"
160,"2019-02-28 06:45:02 GMT+0300","30916288261","CALL","8279.197","8283.436","1.40",2.72,"1.32"
161,"2019-02-28 07:00:03 GMT+0300","30916538501","PUT","8282.649","8284.700",0.35,"0.00","-0.35"
162,"2019-02-28 07:15:02 GMT+0300","30916792941","PUT","8286.506","8289.433","0.70","0.00","-0.70"
163,"2019-02-28 07:35:00 GMT+0300","30917120261","PUT","8286.038","8289.180","1.40","0.00","-1.40"
164,"2019-02-28 07:40:06 GMT+0300","30917206521","CALL","8288.761","8285.427","2.80","0.00","-2.80"
165,"2019-02-28 07:45:12 GMT+0300","30917295861","CALL","8285.275","8286.481","5.60",10.88,"5.28"
166,"2019-02-28 07:50:22 GMT+0300","30917388461","CALL","8286.016","8286.859",0.35,0.66,"0.31"
167,"2019-02-28 07:55:25 GMT+0300","30917482381","CALL","8286.809","8289.234",0.35,0.66,"0.31"
168,"2019-02-28 08:00:29 GMT+0300","30917571421","CALL","8289.676","8284.915",0.35,"0.00","-0.35"
169,"2019-02-28 08:05:36 GMT+0300","30917658821","CALL","8285.506","8283.563","0.70","0.00","-0.70"
170,"2019-02-28 08:25:02 GMT+0300","30917970621","CALL","8289.823","8286.386","1.40","0.00","-1.40"
171,"2019-02-28 08:30:12 GMT+0300","30918056601","CALL","8286.885","8284.119","2.80","0.00","-2.80"
172,"2019-02-28 08:45:02 GMT+0300","30918298261","CALL","8278.651","8281.167","5.60",10.88,"5.28"
173,"2019-02-28 09:00:03 GMT+0300","30918549741","CALL","8275.891","8275.896",0.35,0.66,"0.31"
174,"2019-02-28 09:10:02 GMT+0300","30918713921","PUT","8276.265","8275.706",0.35,0.66,"0.31"
175,"2019-02-28 09:35:02 GMT+0300","30919153141","CALL","8274.666","8274.378",0.35,"0.00","-0.35"
176,"2019-02-28 09:40:10 GMT+0300","30919241421","CALL","8274.496","8273.856","0.70","0.00","-0.70"
177,"2019-02-28 10:10:02 GMT+0300","30919762521","CALL","8274.996","8277.768","1.40",2.72,"1.32"
178,"2019-02-28 10:15:10 GMT+0300","30919842841","CALL","8277.945","8280.091",0.35,0.66,"0.31"
179,"2019-02-28 10:30:02 GMT+0300","30920102741","CALL","8277.040","8271.947",0.35,"0.00","-0.35"
180,"2019-02-28 10:50:08 GMT+0300","30920430201","CALL","8275.876","8277.389","0.70",1.36,"0.66"
181,"2019-02-28 10:55:34 GMT+0300","30920506001","CALL","8278.332","8278.314",0.35,"0.00","-0.35"
182,"2019-02-28 11:00:40 GMT+0300","30920585321","CALL","8276.644","8278.783","0.70",1.36,"0.66"
183,"2019-02-28 11:25:01 GMT+0300","30920975561","PUT","8285.166","8283.855",0.35,0.66,"0.31"
184,"2019-02-28 11:40:00 GMT+0300","30921220221","CALL","8283.470","8284.921",0.35,0.66,"0.31"
185,"2019-02-28 11:45:03 GMT+0300","30921297381","CALL","8284.743","8282.556",0.35,"0.00","-0.35"
186,"2019-02-28 11:50:08 GMT+0300","30921376681","CALL","8282.711","8284.502","0.70",1.36,"0.66"
187,"2019-02-28 11:55:14 GMT+0300","30921454361","CALL","8284.231","8283.325",0.35,"0.00","-0.35"
188,"2019-02-28 12:00:24 GMT+0300","30921539661","CALL","8283.388","8282.042","0.70","0.00","-0.70"
189,"2019-02-28 12:05:32 GMT+0300","30921630081","CALL","8281.366","8276.998","1.40","0.00","-1.40"
190,"2019-02-28 12:10:43 GMT+0300","30921718121","CALL","8277.629","8281.422","2.80",5.44,"2.64"
191,"2019-02-28 12:16:00 GMT+0300","30921810361","CALL","8280.412","8283.783",0.35,0.66,"0.31"
